repl1_input,repl1_high,repl1_med,repl1_low,repl2_input,repl2_high,repl2_med,repl2_low
488,599,419,541,46,42,25,16
96,67,95,122,99,106,103,146
106,97,124,20,188,236,151,187
262,218,264,229,3,2,3,3
0,0,0,0,31,28,40,8
423,458,392,64,15,12,8,37
257,224,291,105,0,0,0,0
0,0,0,0,131,110,155,57
64,55,55,25,18,23,18,12
17,15,27,2,78,67,83,102
137,143,108,219,53,75,71,54
191,222,216,250,145,216,145,118
64,55,92,27,97,94,109,13
145,113,151,27,446,393,461,358
34,34,51,27,55,51,41,168
0,0,0,0,77,67,63,27
192,135,206,342,626,695,585,169
7,9,7,2,223,238,234,413
90,90,41,32,13,9,9,5
2,1,0,0,291,334,236,282
15,13,25,24,133,110,107,113
84,65,73,28,0,0,0,0
2,4,1,0,89,94,60,82
137,161,189,35,8,5,3,4
1,3,0,0,0,0,0,0
0,0,0,0,41,32,42,24
1,0,0,0,11,8,16,19
24,20,32,25,0,0,0,0
0,0,0,0,187,204,194,165
156,147,154,123,137,153,160,2
38,23,41,1,149,181,104,78
0,0,0,0,58,64,58,66
111,115,128,180,125,111,116,11
355,377,370,16,7,7,18,22
1,0,1,3,41,31,27,10
423,395,438,436,66,65,48,26
47,49,60,64,0,0,0,0
88,51,88,96,1,5,5,3
45,46,30,64,5,8,11,3
179,135,207,127,0,0,0,0
27,29,28,53,26,37,25,3
171,107,166,28,158,155,155,7
342,349,300,397,0,0,0,0
37,33,42,15,259,228,245,230
80,107,56,67,0,0,0,0
73,104,105,6,258,286,216,144
236,286,224,90,37,22,22,20
623,545,735,148,87,98,82,131
221,197,195,35,121,130,108,121
44,40,39,15,23,24,35,8
0,0,0,0,0,0,0,0
59,54,70,9,37,51,31,33
0,0,0,0,245,206,243,40
165,139,129,33,287,245,333,179
1,0,0,2,365,280,411,71
26,27,25,6,24,31,34,9
148,145,168,342,78,88,62,18
134,132,125,188,33,40,35,19
0,0,0,0,48,36,40,70
64,53,65,78,259,239,232,253
41,52,43,2,109,104,137,168
13,9,13,12,161,139,189,169
15,26,7,11,56,60,40,62
39,56,59,18,8,8,17,4
8,7,7,2,2,1,0,1
0,0,0,0,8,13,6,3
67,78,63,42,51,58,67,59
203,207,223,190,4,5,2,5
31,31,44,21,17,18,24,17
17,7,16,2,10,3,3,2
0,0,0,0,30,39,41,14
213,205,214,103,14,22,14,7
17,9,10,5,1,0,4,2
309,304,334,291,9,8,4,0
9,19,11,11,282,316,226,222
21,21,20,14,45,26,57,22
129,142,116,173,4,9,3,0
132,142,123,111,4,1,1,6
11,24,12,1,315,267,395,60
100,103,141,63,35,35,24,9
37,49,45,68,300,290,335,179
25,49,35,2,74,92,99,141
111,98,115,26,6,9,9,3
86,90,91,49,52,54,40,42
0,1,0,2,81,87,91,68
97,97,115,65,145,149,124,101
0,3,1,1,867,927,905,284
0,0,0,0,1,1,1,0
498,430,516,257,54,72,52,129
100,95,108,24,2,6,2,8
513,587,524,278,0,0,0,0
14,4,8,4,34,36,46,42
0,0,0,0,0,0,0,0
62,65,57,21,78,84,64,16
227,232,290,250,120,115,111,29
195,175,199,63,4,1,4,0
0,0,0,0,285,299,274,43
12,17,14,19,2,1,2,1
117,100,107,66,43,42,27,10
0,0,0,0,1,0,3,0
141,145,138,178,1,1,0,4
126,117,108,91,89,66,110,103
15,23,16,35,269,270,247,69
29,26,35,36,0,0,0,0
241,282,232,7,60,52,49,20
9,11,8,4,209,155,279,137
0,0,2,0,5,12,6,3
7,9,13,1,4,5,1,3
242,198,296,204,20,16,33,24
98,118,76,78,0,0,0,0
8,9,12,0,75,85,69,48
0,0,0,0,1,4,0,0
230,221,230,103,11,13,21,31
24,22,19,21,0,0,0,0
3,4,2,3,0,0,0,0
47,41,34,9,511,549,529,8
0,0,0,0,7,1,9,2
0,0,0,0,518,524,485,74
124,144,82,113,170,181,156,122
73,60,55,20,21,20,14,23
0,0,0,0,119,115,130,31
45,52,46,20,241,208,197,20
152,155,119,46,6,15,2,5
76,59,103,127,1,0,0,0
77,80,52,67,25,12,24,13
0,1,0,0,17,17,14,1
0,0,0,1,2,0,3,0
147,162,127,72,34,35,34,14
56,62,43,10,105,123,102,191
0,0,0,0,345,294,397,74
0,0,0,0,7,6,8,0
9,9,7,7,0,0,0,0
0,0,0,0,54,71,69,17
161,184,184,186,108,130,88,34
0,0,0,0,146,124,168,12
0,0,0,0,799,874,773,350
26,33,26,37,289,273,253,195
7,2,7,2,10,12,12,7
170,203,159,176,319,322,333,106
23,21,15,32,23,20,24,46
380,320,349,143,59,48,63,74
79,71,71,34,7,5,6,13
137,147,103,131,3,5,6,6
2,1,0,2,31,42,36,23
273,253,309,40,0,0,0,0
47,43,48,83,124,116,151,97
0,0,0,0,18,20,31,7
14,16,25,3,231,217,307,178
6,6,6,5,38,56,46,7
141,170,152,181,68,70,73,47
56,50,62,29,44,65,53,4
0,0,0,0,51,66,55,11
0,0,0,0,72,67,87,84
49,46,52,70,5,8,12,1
0,0,0,0,0,0,0,0
0,0,0,0,53,57,59,17
82,94,52,21,0,0,0,0
8,3,9,14,4,3,1,1
21,31,29,23,63,72,65,27
60,75,48,7,111,119,162,30
0,0,0,0,47,51,54,14
9,10,6,6,423,468,332,65
6,5,6,2,4,7,11,0
939,1111,922,81,0,0,0,0
13,10,12,8,14,18,24,3
8,8,11,7,195,221,217,19
24,30,30,19,533,416,641,64
100,111,96,90,207,194,226,59
46,28,53,29,179,182,171,29
10,14,12,6,360,318,366,321
18,22,23,22,46,60,55,10
118,117,128,73,230,259,219,90
248,245,251,148,25,35,24,1
351,250,420,337,258,275,237,12
98,81,97,33,0,0,0,0
7,2,6,7,69,75,77,73
1,0,1,1,200,188,175,604
30,22,27,12,211,208,179,245
666,701,655,114,120,101,90,136
1,3,6,6,0,1,0,2
262,279,229,205,23,27,32,12
0,0,0,0,193,186,186,20
458,506,463,517,50,53,57,21
41,45,24,4,2,2,1,5
47,38,47,6,46,61,46,44
57,48,76,61,44,36,44,88
0,0,0,0,159,160,130,167
87,108,92,32,319,294,313,236
4,6,5,4,82,94,102,26
45,44,41,78,427,461,381,89
12,16,11,6,3,6,9,8
40,46,48,34,1,2,4,2
10,6,7,3,362,326,410,93
0,0,0,0,45,46,51,37
38,46,34,19,115,121,93,63
0,0,0,0,180,235,184,36
76,60,95,102,16,20,18,24
10,17,14,2,112,101,84,134
3,4,3,1,2,1,3,6
31,26,31,22,93,110,91,9
99,136,69,167,0,0,0,0
10,12,13,2,0,0,0,0
136,103,116,195,213,207,230,119
53,56,45,13,31,27,24,15
443,431,338,367,132,139,144,227
0,1,2,2,13,19,16,1
102,92,95,127,498,410,554,825
23,22,18,11,5,6,4,2
5,5,7,4,253,235,273,109
0,0,0,0,0,0,0,1
65,55,79,13,103,106,83,106
401,400,416,48,10,8,8,0
135,145,175,80,224,182,205,76
2,1,1,0,50,37,35,47
94,105,89,83,119,126,148,333
229,262,223,211,37,46,33,16
15,16,12,3,275,285,238,33
101,79,103,0,0,0,0,0
341,293,368,566,369,429,326,41
107,103,90,10,72,63,69,21
74,81,91,9,164,172,151,342
109,95,109,52,0,0,0,0
438,433,422,35,59,52,48,166
80,94,104,113,31,16,30,12
246,226,264,106,626,548,657,238
0,0,0,0,58,58,48,20
63,38,71,26,53,65,64,31
36,36,35,14,233,243,251,169
99,115,103,142,0,0,0,0
109,126,102,170,35,54,42,17
45,43,58,23,33,30,22,12
167,142,137,245,159,165,131,109
68,57,57,177,181,163,139,145
7,10,5,9,375,442,397,147
30,21,26,37,91,107,96,175
34,20,23,17,45,49,33,61
125,107,116,65,0,0,0,0
0,0,0,0,12,8,12,21
0,0,0,0,119,122,120,8
97,106,78,51,19,20,15,2
235,205,245,116,0,0,0,0
365,352,321,269,0,0,0,0
0,0,0,0,6,5,7,1
0,0,0,0,1,3,1,4
0,0,0,0,2,0,0,0
7,15,12,4,653,662,626,771
544,567,548,1811,12,10,13,1
102,86,107,65,382,372,413,84
0,0,0,0,159,119,165,69
0,0,0,0,7,11,2,7
22,30,28,9,0,0,0,0
33,33,40,34,52,50,67,9
318,317,331,43,0,1,0,2
18,18,19,17,0,0,0,0
6,4,5,4,82,94,100,15
49,47,51,13,0,0,0,0
0,0,0,0,66,61,75,40
49,46,34,2,159,109,154,174
8,14,5,4,219,177,269,84
37,54,44,2,33,28,42,25
40,37,35,1,0,0,0,0
37,51,30,56,86,76,104,71
59,59,87,53,7,7,9,2
484,510,486,246,357,308,384,86
128,107,152,47,237,223,211,129
50,66,45,12,12,14,14,9
0,0,0,0,30,29,27,0
45,72,32,25,13,11,12,1
104,99,106,58,187,188,155,454
5,6,2,1,534,491,559,187
80,83,76,33,109,106,92,44
19,14,13,13,2,3,2,6
2,5,8,2,607,722,535,763
39,35,57,35,0,0,0,0
36,40,38,12,0,0,0,0
91,104,100,14,98,97,82,6
0,0,0,0,104,108,124,104
141,126,132,68,16,27,18,50
10,11,14,34,21,22,21,7
53,77,50,73,52,39,51,118
11,10,13,0,47,53,47,1
608,511,688,48,12,9,8,7
22,30,30,12,27,37,39,20
17,9,26,20,18,33,22,13
0,0,0,1,326,302,341,170
412,536,421,267,0,0,0,0
114,136,109,42,111,119,108,128
0,0,0,1,188,187,220,66
102,112,104,53,0,0,0,0
0,0,0,0,33,28,33,10
454,436,441,745,100,93,120,36
5,2,4,2,27,34,30,12
7,4,1,0,123,135,118,55
263,213,279,280,135,170,124,70
49,57,52,20,215,247,221,12
18,20,14,21,134,113,135,28
77,79,89,188,286,307,257,311
11,7,6,3,516,439,542,151
154,155,180,77,6,8,7,7
128,165,129,13,16,19,17,25
51,45,47,1,183,216,195,125
0,0,0,0,90,90,91,26
21,22,24,4,36,49,43,35
5,5,10,0,107,108,135,79
31,33,31,39,20,22,20,0
268,317,281,325,40,25,35,36
0,0,0,0,4,4,10,0
0,0,0,1,6,10,17,4
28,36,25,4,162,180,151,40
0,0,0,0,68,67,76,5
163,145,154,274,337,309,302,639
346,371,373,350,246,234,256,347
4,2,7,7,154,160,114,392
304,305,271,197,69,66,51,118
5,2,3,7,0,0,0,0
18,21,16,34,35,39,32,110
29,17,29,42,80,80,81,110
145,184,115,349,135,149,109,97
0,0,0,0,0,0,0,0
130,166,104,167,372,401,378,1070
79,66,78,80,41,57,44,56
125,130,145,643,132,137,104,275
450,357,477,1392,0,0,0,0
16,14,18,19,33,32,27,66
160,146,131,395,163,146,172,513
11,18,18,42,55,57,54,135
302,332,282,622,0,0,0,0
18,11,10,42,245,251,235,427
289,277,232,415,63,60,51,144
10,10,10,22,91,106,77,87
265,267,279,193,106,113,143,383
0,0,0,0,217,198,240,130
50,51,40,62,24,21,30,44
110,91,108,367,45,63,47,63
40,32,52,55,81,59,79,109
0,0,0,0,18,15,17,25
0,0,0,0,0,2,0,2
4,26,13,17,281,227,292,377
54,50,51,65,29,33,46,85
88,85,67,216,168,122,151,452
424,433,390,747,64,79,71,157
77,60,56,111,50,58,60,127
62,80,65,240,79,82,71,84
62,42,64,82,271,195,320,655
68,51,73,139,0,1,0,0
121,110,131,266,2,4,5,4
75,79,73,145,55,39,58,57
11,9,12,12,367,384,395,825
489,475,473,647,78,66,76,161
58,36,56,130,0,0,0,0
145,120,137,419,11,4,9,12
5,4,5,4,117,108,98,444
16,16,14,34,0,0,0,0
50,60,37,12,0,0,0,0
69,71,84,56,19,17,8,5
6,1,4,6,22,25,35,43
59,63,65,59,4,2,2,9
3,6,4,3,0,0,0,0
186,151,186,253,193,200,174,61
72,52,43,31,394,391,453,64
72,66,73,31,19,13,8,10
0,0,0,0,36,20,38,40
101,129,104,146,46,48,42,3
0,0,0,0,129,138,134,29
1,2,2,2,53,52,58,23
33,22,27,3,75,94,73,131
115,135,121,64,36,26,23,16
11,4,11,10,23,24,31,0
154,141,157,235,259,237,309,616
30,24,51,23,16,21,17,21
0,6,4,0,23,25,21,28
4,0,3,0,38,24,39,1
4,9,5,5,121,125,163,74
208,180,232,100,297,240,399,32
0,0,0,0,51,55,57,14
2,0,0,0,30,46,32,43
914,837,870,482,200,200,189,294
245,250,265,237,61,46,61,38
323,322,317,722,378,398,340,176
258,294,265,145,3,1,6,1
7,2,1,9,58,47,78,74
157,168,160,206,507,510,528,652
417,393,407,114,0,0,0,0
93,90,113,67,187,207,182,22
0,0,0,0,102,89,114,11
0,0,0,0,30,38,34,79
27,21,31,4,78,80,85,11
0,0,0,0,0,0,0,0
169,147,190,2,43,34,33,15
256,278,274,182,17,11,4,6
8,6,2,12,15,33,12,10
5,4,3,3,20,27,18,15
78,81,85,80,531,556,447,954
32,30,37,6,20,30,19,11
0,0,0,0,11,10,16,2
149,149,160,74,213,200,247,82
155,205,135,23,216,248,226,93
65,55,75,1,0,0,0,0
716,761,766,193,76,85,79,48
0,0,1,1,128,160,135,208
47,62,35,59,8,1,7,5
19,16,22,5,42,30,34,75
5,3,3,2,203,187,199,116
141,149,101,38,6,1,5,2
139,170,107,1,489,362,536,288
254,287,315,259,353,368,391,168
102,121,115,73,72,93,72,132
0,0,0,0,74,75,63,28
61,69,63,35,87,58,99,23
16,15,21,5,195,203,263,134
7,6,5,2,0,0,0,0
650,601,658,90,6,4,6,4
68,74,38,68,7,13,11,8
69,47,88,19,0,0,0,0
53,44,37,53,3,3,5,9
23,27,19,5,220,261,245,29
557,505,593,50,35,60,34,12
2,7,8,1,0,0,0,0
105,108,96,24,94,57,110,69
14,11,7,0,188,237,172,122
611,622,540,512,0,0,0,0
65,75,77,48,32,43,40,11
89,92,82,18,243,269,202,643
0,0,0,0,22,9,21,23
44,44,44,59,6,8,8,0
19,16,21,13,3,7,3,5
17,14,18,5,16,22,11,5
3,5,10,6,8,8,11,7
0,0,0,0,0,1,0,2
8,12,17,10,408,427,452,427
8,14,6,6,77,58,93,42
198,187,235,213,25,20,24,4
357,268,365,424,74,89,63,37
0,0,0,0,416,437,342,515
2,1,1,1,107,94,103,14
117,124,100,53,33,23,24,58
209,147,219,143,322,340,288,11
0,0,0,0,72,51,85,63
0,6,5,1,2,0,0,0
1,1,3,1,23,32,22,14
0,0,0,0,253,316,204,162
12,5,4,12,12,9,10,0
8,11,11,5,0,0,0,0
0,0,0,0,29,32,22,14
199,151,179,446,289,248,292,35
1,1,2,1,0,0,0,0
0,0,0,0,35,34,27,34
382,414,273,294,60,64,60,40
8,6,10,8,172,203,175,12
62,74,72,19,502,575,533,560
168,186,154,116,0,0,0,0
141,131,158,69,0,0,0,0
0,0,0,0,76,69,90,42
0,0,0,0,63,71,68,57
157,191,163,86,95,84,114,183
0,0,0,0,0,0,0,0
175,235,112,197,8,9,11,12
52,60,77,50,0,0,0,0
60,50,50,45,88,111,68,58
65,73,64,104,72,67,62,115
418,417,396,226,0,1,1,0
58,69,58,69,443,437,519,127
59,51,58,29,188,169,189,142
45,42,42,9,88,77,75,24
0,0,0,0,115,167,115,129
24,20,19,7,288,244,295,360
38,48,41,40,203,211,168,48
57,53,54,17,79,93,49,40
9,3,5,5,30,27,22,14
0,0,0,0,95,83,101,5
209,169,226,223,47,38,53,37
35,24,56,8,31,27,17,0
92,127,117,65,454,388,421,216
144,142,174,128,19,16,29,4
167,187,144,46,0,1,0,0
335,401,296,109,208,257,199,75
12,8,2,1,53,26,51,12
0,0,0,0,76,55,51,43
59,87,85,51,387,347,408,601
314,272,406,34,15,22,23,14
123,122,106,115,5,7,1,1
0,0,0,0,19,16,18,23
35,27,34,24,495,473,537,996
17,16,23,3,67,56,70,139
396,451,338,115,31,42,52,8
443,412,522,88,430,437,423,37
0,0,0,0,69,81,65,68
3,7,3,3,0,0,0,0
386,387,375,293,108,108,95,68
71,83,86,78,245,267,253,431
6,5,7,8,137,137,187,12
42,47,45,51,106,109,103,104
76,75,60,127,67,59,58,32
43,53,52,16,548,675,450,15
386,346,349,116,107,138,67,51
41,36,41,52,8,21,25,0
138,162,154,6,151,157,184,42
0,0,0,0,0,0,0,0
14,11,12,4,46,30,39,10
87,99,73,86,195,198,194,419
124,127,150,95,21,29,29,15
16,11,16,8,15,14,33,22
105,106,115,106,0,0,0,0
0,0,0,0,34,37,29,26
183,182,235,35,4,5,3,1
269,270,265,145,298,383,253,547
32,32,31,58,197,212,227,252
15,13,15,5,2,8,5,2
6,4,7,2,85,78,85,27
53,58,49,23,57,58,55,68
121,130,125,120,0,0,0,0
271,289,268,480,10,7,17,1
97,99,126,302,278,292,265,279
228,244,198,413,10,12,11,17
23,16,19,26,0,0,0,0
222,168,207,852,83,84,64,206
38,41,44,128,197,204,242,237
62,59,77,88,8,5,16,17
324,298,286,953,55,45,56,216
6,14,20,37,29,68,33,148
0,0,0,0,412,540,319,628
29,26,22,56,62,40,67,95
24,28,20,45,47,41,34,101
5,13,9,23,0,0,0,0
147,153,149,272,0,0,0,0
270,244,341,515,278,280,290,716
0,0,0,0,67,49,71,94
0,0,1,3,60,78,57,172
50,42,50,88,926,934,825,1560
653,614,643,1679,0,0,0,0
272,286,257,561,3,1,5,3
19,16,29,36,95,96,111,208
69,62,67,180,94,77,102,163
60,65,39,55,49,44,27,150
42,35,36,28,12,11,17,28
105,116,73,154,24,20,16,19
165,161,175,232,32,39,35,71
7,11,7,41,4,5,3,4
14,9,10,10,130,137,99,266
70,99,74,232,5,9,5,18
0,2,1,7,128,129,151,210
336,360,301,559,60,78,62,161
121,112,104,165,131,139,127,236
399,390,452,545,0,0,0,0
33,30,33,91,849,889,736,1266
65,57,65,160,229,244,273,278
43,47,43,99,317,324,333,744
360,315,390,415,13,8,16,25
15,20,13,50,699,702,651,1530
0,2,2,8,183,131,151,496
28,27,39,50,193,185,169,138
289,266,255,1199,5,10,11,15
9,10,8,20,159,172,158,245
102,90,99,240,183,191,184,439
141,129,133,440,60,50,65,56
0,0,0,0,26,22,34,129
32,29,45,70,34,20,29,31
79,87,76,190,19,18,15,37
13,7,13,8,88,79,91,134
0,0,0,0,173,186,157,458
506,596,380,943,8,5,5,17
55,43,76,237,165,109,193,252
5,5,8,3,1277,1048,1367,3096
46,53,46,82,124,133,127,200
105,111,106,253,41,35,36,59
302,284,316,1066,83,87,107,227
24,24,19,27,18,13,19,36
2,1,0,2,367,454,314,314
22,21,19,28,98,101,114,34
2,2,1,0,84,72,131,72
23,16,17,26,159,174,204,238
50,55,44,5,176,192,163,92
91,95,103,39,72,59,93,77
51,24,51,16,36,39,48,31
435,410,491,71,7,10,8,6
85,96,73,4,23,27,19,12
86,94,114,17,18,16,18,15
28,28,19,87,115,145,73,68
1,1,1,0,3,4,3,6
82,97,66,64,212,230,207,381
98,67,117,130,54,44,58,16
17,19,30,25,0,0,0,0
39,28,38,40,0,0,0,0
193,185,210,129,0,0,0,0
148,188,158,37,648,561,700,132
304,260,298,92,184,187,163,36
3,5,3,1,8,6,6,11
10,9,15,2,27,26,30,1
6,5,4,1,150,168,161,2
211,198,221,25,125,146,76,61
38,48,36,45,33,17,21,5
31,52,23,45,9,13,3,3
34,33,48,15,3,3,3,0
0,0,0,0,32,35,35,53
73,65,77,67,439,407,457,85
161,175,159,116,29,23,37,31
198,208,158,29,356,383,319,746
23,30,26,24,116,132,126,125
348,379,326,148,608,693,614,470
0,0,0,0,107,149,98,36
0,0,0,0,0,0,0,0
78,85,86,14,93,83,122,37
76,69,70,31,1,3,1,3
62,70,63,110,171,172,122,38
0,0,0,0,65,48,69,75
238,220,260,125,33,18,21,47
0,0,0,0,0,0,0,0
59,52,52,63,244,295,207,94
199,259,177,9,392,424,414,139
123,107,136,24,0,0,0,0
227,242,237,190,0,0,0,0
24,11,28,2,2,0,0,2
0,0,0,0,2,2,5,7
83,79,63,17,30,33,25,29
61,62,42,31,18,23,25,19
5,9,13,6,0,0,0,0
1,3,1,2,188,260,170,108
62,64,46,14,260,284,222,423
460,438,401,657,18,16,12,7
19,25,21,30,0,0,0,0
234,221,242,127,5,6,2,2
117,114,144,159,58,48,76,72
44,56,40,48,50,75,54,65
0,0,0,0,47,50,34,40
44,55,49,40,4,1,2,1
60,61,48,54,2,1,1,0
59,52,40,14,471,433,513,159
0,0,0,0,2,3,1,3
0,0,0,0,134,131,131,83
109,122,120,66,166,157,170,46
574,534,616,174,58,61,72,26
0,0,0,0,62,90,73,29
0,0,0,0,9,6,15,1
28,35,23,16,67,93,75,101
226,252,238,135,0,0,0,0
60,67,61,19,9,14,13,28
44,40,37,20,162,183,146,94
171,181,155,119,0,0,0,0
192,241,167,122,393,346,386,35
14,30,14,1,62,86,69,8
342,294,339,76,0,0,0,0
0,0,0,0,0,0,0,0
30,29,22,7,159,162,162,43
66,61,88,34,4,6,6,6
0,0,0,0,360,344,382,223
55,66,52,71,1,3,0,0
0,0,0,0,0,0,0,0
0,0,0,0,9,6,5,3
19,23,27,3,64,50,44,17
37,47,45,42,114,130,134,35
13,17,16,7,144,143,174,65
78,95,52,33,45,35,53,7
88,84,77,17,200,180,215,75
137,131,145,31,137,182,104,23
69,79,56,9,0,4,1,3
214,231,187,62,64,58,50,11
39,19,34,16,21,21,29,12
0,0,0,0,21,22,15,9
0,0,0,0,42,56,50,21
64,85,79,100,0,0,0,0
0,0,0,0,26,22,18,21
2,2,3,2,4,2,1,0
13,14,14,17,98,76,113,46
123,127,91,131,6,8,8,8
6,8,11,1,60,74,45,46
3,2,3,1,73,55,72,34
4,6,4,1,76,58,67,61
50,45,45,5,330,348,310,120
113,117,118,42,52,61,66,34
103,131,100,246,96,101,85,53
302,250,320,356,0,0,0,0
47,37,38,18,46,44,56,62
293,315,247,693,35,23,32,76
514,543,502,638,308,257,340,14
11,4,6,4,11,18,19,31
0,0,0,0,101,118,118,70
95,97,109,28,232,224,224,12
3,4,5,6,98,135,81,49
41,43,43,48,29,27,19,23
9,13,7,6,216,252,174,236
29,22,19,3,55,55,86,9
135,144,124,127,228,194,314,16
1,0,1,0,94,76,77,20
140,115,144,55,26,19,12,11
54,47,34,15,28,35,24,12
7,13,11,17,0,0,0,0
0,1,0,0,381,420,361,322
263,246,247,114,19,18,21,27
0,0,1,1,90,90,110,85
257,258,246,42,5,6,5,2
0,0,0,1,4,7,8,6
25,41,26,14,79,81,68,96
219,265,258,415,0,0,0,0
84,74,83,19,302,339,302,100
88,75,59,42,210,258,184,198
4,6,2,0,45,34,51,17
228,230,192,94,79,75,97,95
5,2,1,3,58,89,71,11
44,56,51,1,0,0,0,0
79,89,75,42,37,53,33,2
221,256,177,92,1,1,0,0
47,58,57,20,7,6,13,11
75,66,91,62,103,122,88,24
45,48,41,25,20,21,15,17
220,231,265,18,227,230,233,305
43,57,48,27,17,11,13,12
14,17,23,30,0,1,0,0
172,198,179,151,0,0,0,0
32,43,32,23,0,0,0,0
19,17,29,13,29,41,30,32
27,19,24,28,11,7,3,6
82,96,112,82,0,0,0,0
0,0,0,0,1,0,2,5
0,0,0,0,18,14,18,5
112,92,127,82,106,79,99,116
85,92,77,21,7,9,4,3
200,209,216,42,42,47,42,2
46,39,58,8,7,15,10,2
321,300,328,460,25,35,21,29
329,317,280,291,31,37,33,58
50,42,37,80,49,35,34,7
256,249,267,140,111,71,88,38
87,71,84,105,25,39,35,3
22,28,20,39,68,82,71,39
24,23,31,27,41,29,23,46
0,0,0,0,4,5,2,7
24,26,18,9,13,20,21,13
169,234,147,9,182,197,171,166
108,134,81,19,2,1,1,3
127,120,126,105,50,25,42,30
248,221,211,174,75,85,96,36
11,17,11,30,255,254,256,25
197,184,206,129,36,34,31,13
229,244,222,275,0,0,0,0
248,256,229,138,341,334,349,112
0,0,0,0,303,289,303,59
217,255,246,244,56,38,75,86
55,55,57,21,25,28,19,26
67,71,94,9,323,342,343,222
68,92,90,12,23,20,19,11
26,29,19,62,27,26,27,16
6,3,8,0,2,1,1,2
82,96,70,19,91,97,70,45
51,63,59,23,93,60,107,33
4,4,13,1,317,354,297,621
2,0,0,0,17,15,16,25
167,175,189,264,16,9,12,3
198,238,207,103,0,0,0,0
125,147,146,69,251,241,261,271
68,50,59,45,22,29,27,16
26,36,22,67,216,216,196,223
143,167,147,146,0,0,0,0
61,55,78,29,105,121,120,75
28,25,15,14,31,34,28,21
62,52,86,12,1,0,2,0
114,89,131,81,15,15,12,19
66,70,50,18,580,517,642,147
1,7,2,0,78,85,76,74
61,101,63,21,1,2,2,0
136,134,157,56,75,69,63,91
7,4,6,9,10,16,12,9
65,57,60,5,126,123,138,113
182,143,157,99,4,5,7,5
0,0,0,0,88,57,103,239
22,23,16,7,59,65,57,26
90,84,70,5,140,116,147,225
14,12,18,7,176,164,196,142
0,0,0,0,189,202,242,292
88,84,54,118,30,18,19,30
162,194,180,67,0,0,0,0
74,105,53,48,644,627,707,294
27,30,28,22,20,19,22,11
24,20,21,30,16,11,6,6
91,90,79,35,312,254,365,185
84,84,93,47,0,0,0,1
332,314,322,315,200,208,156,105
2,4,2,2,6,7,13,1
24,23,32,23,0,0,0,0
5,3,1,0,56,70,57,9
27,36,39,17,14,15,11,3
25,28,22,6,587,601,589,415
302,333,292,98,55,56,67,104
78,75,64,53,0,0,0,0
96,115,80,137,312,384,249,150
96,109,82,114,32,33,31,3
0,0,0,0,131,126,134,34
7,6,11,2,14,21,17,7
85,73,94,22,54,67,67,25
78,85,90,56,96,111,111,45
102,121,100,58,13,16,12,9
32,48,42,31,18,25,23,21
0,0,0,0,9,11,7,3
101,98,97,55,13,12,13,4
139,132,138,27,175,190,159,452
22,23,24,16,382,370,364,96
32,33,30,24,138,163,151,23
245,238,209,482,87,79,101,44
107,123,79,9,54,61,60,6
68,81,77,22,94,99,100,87
1,1,4,3,79,77,66,63
19,20,17,4,157,165,120,45
42,55,56,56,45,34,32,36
30,39,17,31,43,56,34,16
212,157,203,265,42,53,39,57
83,97,86,48,4,2,4,1
1,4,0,1,0,0,0,0
0,0,0,0,24,27,17,12
27,32,32,5,41,49,40,23
20,9,27,17,11,11,12,7
3,1,7,0,170,171,156,12
116,104,120,52,0,0,0,0
16,13,18,16,0,0,0,0
206,238,171,40,19,15,34,12
197,194,196,142,182,150,184,22
70,61,64,21,0,0,0,0
126,126,87,34,20,17,17,3
321,372,352,420,2,2,1,2
101,98,86,167,491,518,465,1901
139,105,134,325,355,337,295,842
71,77,87,257,30,22,20,63
153,126,147,417,81,58,90,199
6,1,6,11,587,475,576,738
3,6,11,6,73,69,83,105
40,50,30,173,13,7,18,52
182,151,166,497,2,0,0,1
90,74,77,112,66,66,52,145
102,104,102,156,9,11,7,6
152,132,122,235,137,162,145,170
227,240,227,673,100,103,104,186
52,73,77,158,0,0,0,0
13,13,10,18,84,80,74,171
56,55,68,270,0,0,0,0
51,66,46,265,264,257,248,342
222,198,177,174,28,17,28,27
124,116,103,89,41,35,33,7
80,101,82,46,272,297,268,42
57,46,53,69,198,203,162,318
233,217,233,7,192,207,201,27
12,22,10,6,0,0,0,0
29,30,22,51,287,277,328,212
163,154,207,33,16,19,20,12
316,346,282,255,0,0,0,0
26,33,16,0,27,26,28,30
215,171,233,78,23,20,23,58
0,0,0,0,56,49,41,83
500,542,548,172,76,92,102,77
71,69,77,36,69,65,82,98
183,175,189,125,155,151,208,51
72,103,65,72,96,86,75,39
156,173,137,87,0,0,1,0
70,61,61,28,98,99,92,53
153,146,155,234,17,22,12,13
100,80,102,66,101,77,107,11
26,35,29,10,292,384,261,38
220,263,237,251,91,93,65,122
1,3,2,2,0,0,0,0
320,359,276,91,45,48,48,28
15,5,12,16,0,0,0,0
22,7,20,16,104,140,80,6
0,0,0,0,0,0,0,0
5,7,7,0,31,62,37,64
0,0,0,0,229,186,229,358
6,4,6,3,30,13,22,15
24,32,16,5,196,171,187,60
181,185,179,35,13,6,23,4
16,20,34,3,5,6,7,3
59,71,76,68,52,51,49,27
202,217,189,39,40,29,22,14
321,316,304,46,191,213,155,158
277,269,363,45,33,34,15,8
216,236,216,92,76,87,74,40
